gene_id	short_gene_id	APA_change	pvalue	APA_type	chrom	strand	gene_name	number_of_PAS	PAS_coordinates	PAS_read_counts	PAS_PAUs	PAUs_control	PAUs_experimental	PAU_changes	P_adj	APA_trend
ENSG00000116791.14	ENSG00000116791	-0.0605704204645693	0.634204733527982	Last_exon_tandem_APA	chr1	-	CRYZ	3	74705485,74705784,74705163	259,8,3	94.53,2.92,1.09	94.97,1.68,1.68	93.68,5.26,0	-1.29,3.58,-1.68	0.670174776540431	no change
ENSG00000124802.12	ENSG00000124802	0.110669975186104	0.00106816281706934	Mixed_APA	chr6	-	EEF1E1	7	8079604,8079396,8089974,8079653,8078334,8073359,8090059	575,235,221,115,29,18,17	43.79,17.9,16.83,8.76,2.21,1.37,1.29	47.69,15.93,17.8,9.78,3.08,1.21,2.31	38.71,24.81,17.87,9.18,1.74,2.73,2.48	-8.98,8.88,0.07,-0.6,-1.34,1.52,0.17	0.00676926851433739	longer
ENSG00000086712.13	ENSG00000086712	0.0553941582914573	0.551903854387903	Last_exon_tandem_APA	chrX	+	TXLNG	6	16844519,16843225,16842264,16841970,16837950,16843131	392,75,18,12,10,7	74.52,14.26,3.42,2.28,1.9,1.33	72.11,15.33,3.27,2.51,1.51,1.76	76.56,10.94,3.12,0.78,1.56,0	4.45,-4.39,-0.15,-1.73,0.05,-1.76	0.609770753301012	no change
ENSG00000134759.14	ENSG00000134759	0.250393241547516	1.07096165269382e-09	Last_exon_tandem_APA	chr18	+	ELP2	7	36174650,36177931,36174725,36175866,36180557,36176069,36175314	389,106,61,31,25,20,12	56.62,15.43,8.88,4.51,3.64,2.91,1.75	65.38,8.47,9.2,5.08,2.91,3.15,2.18	43.43,27.01,8.03,5.11,6.57,3.65,1.82	-21.95,18.54,-1.17,0.03,3.66,0.5,-0.36	3.10889803631991e-08	longer
ENSG00000067064.13	ENSG00000067064	0.0209041189650608	0.686334332687423	Mixed_APA	chr10	-	IDI1	5	1040022,1039907,1040901,1040643,1042548	1630,68,35,21,20	90.66,3.78,1.95,1.17,1.11	86.99,3.5,1.4,1.4,1.26	85.78,3.79,2.03,1.02,0.92	-1.21,0.29,0.63,-0.38,-0.34	0.71172190134295	no change
ENSG00000101938.15	ENSG00000101938	0.168701442841287	0.0901710270874286	Mixed_APA	chrX	-	CHRDL1	5	110673858,110671921,110675815,110675244,110783953	113,6,5,4,3	80.71,4.29,3.57,2.86,2.14	70.75,5.66,4.72,3.77,1.89	88.24,0,0,0,2.94	17.49,-5.66,-4.72,-3.77,1.05	0.196937651492374	no change
ENSG00000163624.6	ENSG00000163624	0.318713450292398	0.00161838542062719	Last_exon_tandem_APA	chr4	+	CDS1	3	84651334,84650118,84650008	65,46,3	54.62,38.66,2.52	45.68,49.38,2.47	73.68,15.79,2.63	28,-33.59,0.16	0.00952508201453506	longer
ENSG00000120675.6	ENSG00000120675	0.155020035892519	6.49047143476134e-05	Last_exon_tandem_APA	chr13	+	DNAJC15	4	43107408,43109174,43114213,43108905	678,74,31,10	83.6,9.12,3.82,1.23	82.55,6.26,0.67,0.89	68.96,12.64,7.42,1.65	-13.59,6.38,6.75,0.76	0.000635557697947957	longer
ENSG00000023697.13	ENSG00000023697	0.0780905501717685	0.29987974010722	Last_exon_tandem_APA	chr12	+	DERA	3	16037286,16037381,16036848	369,16,5	93.42,4.05,1.27	90.4,4.55,1.52	92.39,3.55,1.02	1.99,-1,-0.5	0.421527301034813	no change
ENSG00000110400.11	ENSG00000110400	0.0984779987944545	0.0155834111464915	Mixed_APA	chr11	-	NECTIN1	4	119660995,119674388,119662120,119676814	750,48,33,9	86.61,5.54,3.81,1.04	80.59,7.38,4.64,0.84	89.03,3.06,2.55,1.28	8.44,-4.32,-2.09,0.44	0.0570757496570115	no change
ENSG00000133818.14	ENSG00000133818	-0.155962667502433	1.00504449332961e-05	Last_exon_tandem_APA	chr11	-	RRAS2	4	14277921,14278749,14278850,14278318	641,282,158,18	55.26,24.31,13.62,1.55	59.11,20.39,13.15,1.93	45.92,33.23,15.41,1.21	-13.19,12.84,2.26,-0.72	0.000122885807003711	shorter
ENSG00000144711.17	ENSG00000144711	0.187639375597324	0.0221255900035935	Mixed_APA	chr3	-	IQSEC1	5	12897873,12897220,12900580,12898709,12962962	110,95,6,4,4	47.41,40.95,2.59,1.72,1.72	51.16,31.4,3.49,2.33,3.49	43.15,46.58,2.05,1.37,0.68	-8.01,15.18,-1.44,-0.96,-2.81	0.073853184140333	no change
ENSG00000099817.12	ENSG00000099817	0.0775056293368871	0.0012124410227381	Last_exon_tandem_APA	chr19	-	POLR2E	2	1088163,1086581	2188,82	93.66,3.51	91.21,1.99	87.58,5.72	-3.63,3.73	0.00749880189939529	no change
ENSG00000079215.15	ENSG00000079215	0.28563829787234	0.0122655721790023	Last_exon_tandem_APA	chr5	+	SLC1A3	5	36688334,36611470,36608632,36608867,36686336	64,5,3,3,3	73.56,5.75,3.45,3.45,3.45	65,10,2.5,7.5,5	80.85,2.13,4.26,0,2.13	15.85,-7.87,1.76,-7.5,-2.87	0.0473115662403952	longer
ENSG00000115425.14	ENSG00000115425	-0.0888888888888889	0.41003168563236	Mixed_APA	chr2	-	PECR	3	216038402,216039101,216039047	71,33,3	62.28,28.95,2.63	62.32,21.74,4.35	57.78,35.56,0	-4.54,13.82,-4.35	0.507408572470518	no change
ENSG00000143742.14	ENSG00000143742	0.0551065916826925	0.000396080523358711	Last_exon_tandem_APA	chr1	+	SRP9	2	225790466,225789814	5137,55	97.18,1.04	95.38,1.18	97.05,1.12	1.67,-0.06	0.00297027385808753	no change
ENSG00000104805.17	ENSG00000104805	0.0326079800564424	0.496748844847662	Last_exon_tandem_APA	chr19	+	NUCB1	2	48923271,48924698	1335,23	96.39,1.66	94.42,0.93	94.21,2.13	-0.21,1.2	0.570632353324216	no change
ENSG00000079459.13	ENSG00000079459	0.100707622298066	7.70568053809484e-11	Last_exon_tandem_APA	chr8	+	FDFT1	3	11838962,11838667,11839298	2129,1101,1068	46.34,23.97,23.25	42.36,28.97,21.59	46.89,19.69,26.36	4.53,-9.28,4.77	2.9258826650766e-09	longer
ENSG00000172733.12	ENSG00000172733	0.421052631578947	0.00752062451198142	Mixed_APA	chr8	-	PURG	5	30995801,31030372,31027582,30995851,31027998	31,9,5,3,3	54.39,15.79,8.77,5.26,5.26	36.84,36.84,5.26,0,10.53	63.16,5.26,10.53,7.89,2.63	26.32,-31.58,5.27,7.89,-7.9	0.0328694026145317	longer
ENSG00000170759.11	ENSG00000170759	-0.0395600504569898	0.487397995728751	Last_exon_tandem_APA	chr10	-	KIF5B	4	32009014,32009227,32011138,32009468	561,283,21,19	57.01,28.76,2.13,1.93	55.34,10.68,4.11,2.47	52.02,12.28,1.78,2.1	-3.32,1.6,-2.33,-0.37	0.563765368067227	no change
ENSG00000182923.20	ENSG00000182923	0.119585338763421	0.224760113139764	Mixed_APA	chr3	+	CEP63	7	134561767,134575013,134561899,134561592,134565031,134562550,134539132	71,15,14,11,11,7,3	48.3,10.2,9.52,7.48,7.48,4.76,2.04	54.79,10.96,8.22,5.48,1.37,6.85,1.37	40.54,8.11,10.81,9.46,13.51,2.7,2.7	-14.25,-2.85,2.59,3.98,12.14,-4.15,1.33	0.351745167038717	no change
ENSG00000109670.17	ENSG00000109670	0.204659318637275	0.0255235559207021	Last_exon_tandem_APA	chr4	-	FBXW7	4	152321257,152321881,152320543,152321688	506,9,6,6	92.5,1.65,1.1,1.1	81.25,4.17,2.08,6.25	92.99,1.4,1,0.6	11.74,-2.77,-1.08,-5.65	0.0819287235719696	no change
ENSG00000170881.5	ENSG00000170881	0.120681551116334	0.0725798612933678	Last_exon_tandem_APA	chr8	+	RNF139	4	124487902,124487819,124487989,124488093	293,45,19,10	77.51,11.9,5.03,2.65	78.38,13.51,2.03,1.35	76.52,10,6.96,3.48	-1.86,-3.51,4.93,2.13	0.169957369705703	no change
ENSG00000164104.12	ENSG00000164104	0.0393850840373341	0.246815492512165	Last_exon_tandem_APA	chr4	-	HMGB2	2	173331700,173331635	2373,45	94.77,1.8	93.94,1.78	92.54,2.37	-1.4,0.59	0.372468896008888	no change
ENSG00000122435.11	ENSG00000122435	-0.127149064802569	0.187822094819469	Last_exon_tandem_APA	chr1	+	TRMT13	7	100150494,100150401,100147351,100148932,100149957,100147054,100148594	98,15,9,5,4,3,3	67.12,10.27,6.16,3.42,2.74,2.05,2.05	70.89,12.66,2.53,3.8,2.53,1.27,1.27	61.19,7.46,10.45,2.99,2.99,2.99,2.99	-9.7,-5.2,7.92,-0.81,0.46,1.72,1.72	0.314692055721543	no change
ENSG00000123545.6	ENSG00000123545	0.153991883721893	4.57719187102468e-05	Last_exon_tandem_APA	chr6	-	NDUFAF4	4	96891011,96889314,96889943,96889474	804,80,15,12	87.68,8.72,1.64,1.31	92.53,4.92,0.68,0.51	78.35,15.24,2.44,2.44	-14.18,10.32,1.76,1.93	0.00046542541974408	longer
ENSG00000122952.17	ENSG00000122952	0.149282296650718	0.00196310166159452	Last_exon_tandem_APA	chr10	-	ZWINT	3	56357444,56357246,56358059	618,91,75	76.58,11.28,9.29	75.28,10.37,10.05	76.11,13.89,5.56	0.83,3.52,-4.49	0.0111176537776521	longer
ENSG00000170606.16	ENSG00000170606	0.224911733870479	0	Last_exon_tandem_APA	chr5	+	HSPA4	3	133104474,133106449,133105241	1534,1032,46	56.56,38.05,1.7	64.13,29.8,2.32	44.13,51.6,0.87	-20,21.8,-1.45	0	longer
ENSG00000123268.9	ENSG00000123268	0.0650793650793652	0.634974214364818	Last_exon_tandem_APA	chr12	+	ATF1	7	50821124,50820548,50820233,50819790,50820276,50809717,50819744	187,49,13,11,6,5,5	66.31,17.38,4.61,3.9,2.13,1.77,1.77	46.19,17.14,4.76,4.29,1.9,1.9,1.9	54.17,18.06,4.17,2.78,2.78,1.39,1.39	7.98,0.92,-0.59,-1.51,0.88,-0.51,-0.51	0.670751608764996	no change
ENSG00000214706.12	ENSG00000214706	-0.105018382352941	0.114192063096763	Last_exon_tandem_APA	chr3	-	IFRD2	2	50287742,50288102	537,7	97.11,1.27	95.29,1.18	96.88,1.56	1.59,0.38	0.229880522586867	no change
ENSG00000175792.12	ENSG00000175792	-0.0229548183373828	0.763622217698056	Last_exon_tandem_APA	chr3	-	RUVBL1	2	128080959,128064781	1193,17	96.21,1.37	93.17,0.91	88.64,2.49	-4.53,1.58	0.77726912533252	no change
ENSG00000131089.17	ENSG00000131089	0.472555746140652	0	Mixed_APA	chrX	-	ARHGEF9	3	63634966,63637981,63639368	202,175,6	50.63,43.86,1.5	26.74,69.52,0.53	71.7,20.28,2.36	44.96,-49.24,1.83	0	longer
ENSG00000158246.8	ENSG00000158246	-0.0657543391188251	0.766918496207764	Last_exon_tandem_APA	chr1	-	TENT5B	2	27005019,27005123	761,9	97.44,1.15	85.98,0.67	87.5,3.12	1.52,2.45	0.78018308245237	no change
ENSG00000135679.27	ENSG00000135679	0.115737239073423	0.010283525663584	Last_exon_tandem_APA	chr12	+	MDM2	6	68844195,68845434,68844267,68842620,68842724,68843377	645,70,33,17,17,15	77.9,8.45,3.99,2.05,2.05,1.81	82.16,4.56,1.66,2.9,2.9,1.24	74.28,9.88,4.94,1.7,1.7,2.04	-7.88,5.32,3.28,-1.2,-1.2,0.8	0.0415543095853582	longer
ENSG00000134644.16	ENSG00000134644	0.0494637908181709	0.388432814750545	Last_exon_tandem_APA	chr1	-	PUM1	2	30931505,30931642	733,14	94.83,1.81	88.34,0.78	93.02,1.03	4.68,0.25	0.49177080753238	no change
ENSG00000158417.11	ENSG00000158417	0.123080109616978	0.00530803488098019	Last_exon_tandem_APA	chr2	+	EIF5B	6	99399776,99400069,99400551,99401326,99399927,99400739	550,76,24,12,10,9	75.76,10.47,3.31,1.65,1.38,1.24	78.96,7.92,3.39,0.45,1.36,1.36	66.9,14.44,3.17,3.52,1.41,1.06	-12.06,6.52,-0.22,3.07,0.05,-0.3	0.0247625743358946	longer
ENSG00000104738.19	ENSG00000104738	0.164393780938437	9.80226361524394e-07	Last_exon_tandem_APA	chr8	+	MCM4	4	47977928,47978160,47976924,47976986	857,657,96,28	50.98,39.08,5.71,1.67	52.78,35.94,5.27,1.61	37.46,49.52,6.35,1.27	-15.32,13.58,1.08,-0.34	1.49509441141661e-05	longer
ENSG00000167969.13	ENSG00000167969	0.0504550418638515	0.331486313010096	Mixed_APA	chr16	-	ECI1	3	2239894,2241675,2242593	907,15,10	95.47,1.58,1.05	92.68,1.63,1.14	93.43,1.49,0.9	0.75,-0.14,-0.24	0.447718650573197	no change
ENSG00000149187.19	ENSG00000149187	0.0553821254426405	0.168411053524077	Mixed_APA	chr11	-	CELF1	3	47465936,47468399,47470278	1058,35,20	90.74,3,1.72	88.37,2.1,1.13	89.4,4.02,0.37	1.03,1.92,-0.76	0.29373126546662	no change
ENSG00000120705.13	ENSG00000120705	0.199993726080683	7.41075645294131e-10	Last_exon_tandem_APA	chr5	-	ETF1	6	138507440,138506094,138507786,138507296,138507907,138507843	470,447,118,67,45,21	38.75,36.85,9.73,5.52,3.71,1.73	42.39,31.76,11.35,5.07,4.47,2.9	31.43,49.09,7.27,7.01,3.12,0.52	-10.96,17.33,-4.08,1.94,-1.35,-2.38	2.27608864573443e-08	longer
ENSG00000110344.10	ENSG00000110344	0.135949810329734	0.0353510099036651	Last_exon_tandem_APA	chr11	+	UBE4A	3	118399208,118373612,118397808	345,4,4	91.03,1.06,1.06	87.25,2.68,1.34	91.74,0,0.87	4.49,-2.68,-0.47	0.1031195261339	no change
ENSG00000109606.13	ENSG00000109606	0.106664001297919	1.30474604117525e-05	Mixed_APA	chr4	-	DHX15	2	24527466,24539850	1992,43	95.08,2.05	95.37,0.93	91.36,3.25	-4.01,2.32	0.000155721613057508	longer
ENSG00000134049.6	ENSG00000134049	0.196662109820005	9.34507984329258e-08	Last_exon_tandem_APA	chr18	-	IER3IP1	2	47155041,47156029	511,304	60.91,36.23	53.63,44.36	67.05,27.73	13.42,-16.63	1.78928454276149e-06	longer
ENSG00000128626.12	ENSG00000128626	0.0980291683090264	0.0483855863833003	Last_exon_tandem_APA	chr19	+	MRPS12	2	38933020,38933168	738,59	91.68,7.33	92.37,6.1	87.91,10.7	-4.46,4.6	0.128937486486029	no change
ENSG00000119655.11	ENSG00000119655	0.0382822781820022	0.162897798186045	Mixed_APA	chr14	-	NPC2	2	74479946,74480040	2217,221	89.07,8.88	87.28,9.43	88.6,8.4	1.32,-1.03	0.287729474200078	no change
ENSG00000176406.25	ENSG00000176406	0.331182795698925	0.000609170267929652	Last_exon_tandem_APA	chr8	+	RIMS2	9	104254425,104014615,104252477,104094917,104119669,104252564,103977091,103977471,104254697	81,12,7,6,4,4,3,3,3	58.7,8.7,5.07,4.35,2.9,2.9,2.17,2.17,2.17	40,4.44,6.67,11.11,2.22,6.67,4.44,6.67,0	67.74,10.75,4.3,1.08,3.23,1.08,1.08,0,3.23	27.74,6.31,-2.37,-10.03,1.01,-5.59,-3.36,-6.67,3.23	0.00429281381448625	longer
ENSG00000116273.6	ENSG00000116273	-0.0831036424528023	0.283772705428216	Last_exon_tandem_APA	chr1	+	PHF13	2	6623997,6622059	359,4	97.03,1.08	94.69,1.45	96.93,0.61	2.24,-0.84	0.406741417033924	no change
ENSG00000131507.11	ENSG00000131507	0.11499682007849	1.83681456611406e-05	Last_exon_tandem_APA	chr5	+	NDFIP1	5	142152775,142154437,142151866,142153198,142154196	1458,298,246,45,33	66.61,13.61,11.24,2.06,1.51	60.8,11.98,18.69,1.81,2.36	68.8,14.35,9.16,2.69,1.34	8,2.37,-9.53,0.88,-1.02	0.000210566806120516	longer
ENSG00000179820.16	ENSG00000179820	0.114602005453617	0.0294636973482654	Last_exon_tandem_APA	chr19	+	MYADM	3	53876435,53875332,53876315	409,212,55	59.62,30.9,8.02	54.1,33.33,6.01	59.84,27.44,8.55	5.74,-5.89,2.54	0.0904618943831594	no change
ENSG00000116209.12	ENSG00000116209	0.0802861685214626	0.00405447476622334	Last_exon_tandem_APA	chr1	-	TMEM59	3	54031675,54032014,54026683	901,888,126	45.95,45.28,6.43	54.53,40.86,1.43	41.44,47.37,9.01	-13.09,6.51,7.58	0.0200363637678439	no change
ENSG00000138668.20	ENSG00000138668	0.069566721033725	7.42175626844421e-07	Last_exon_tandem_APA	chr4	-	HNRNPD	4	82353828,82353986,82353330,82352497	5710,697,255,90	80.3,9.8,3.59,1.27	77.25,10.72,3.2,1.34	76.03,10.16,5.76,2	-1.22,-0.56,2.56,0.66	1.17585184260087e-05	no change
ENSG00000168564.6	ENSG00000168564	0.165712103856434	0.060410207310065	Last_exon_tandem_APA	chr4	+	CDKN2AIP	5	183448195,183447913,183449064,183450446,183445807	157,24,11,5,3	76.59,11.71,5.37,2.44,1.46	77.78,9.26,2.78,0.93,1.85	67.01,14.43,8.25,4.12,1.03	-10.77,5.17,5.47,3.19,-0.82	0.150215931357633	no change
ENSG00000102226.10	ENSG00000102226	0.130353385472418	8.24757457884573e-08	Last_exon_tandem_APA	chrX	+	USP11	2	47248328,47247984	1729,565	74.33,24.29	64.4,30.87	76.59,20.8	12.19,-10.07	1.59270222392774e-06	longer
ENSG00000153147.6	ENSG00000153147	0.176885743174924	3.36397576461422e-14	Last_exon_tandem_APA	chr4	+	SMARCA5	5	143554372,143553414,143557486,143555591,143553564	1006,826,52,30,28	50.43,41.4,2.61,1.5,1.4	43.63,48.19,1.4,1.12,0.74	56.96,32.28,4.02,1.96,1.3	13.33,-15.91,2.62,0.84,0.56	1.91597581682047e-12	longer
ENSG00000197324.9	ENSG00000197324	0.0720204445132812	0.417429627751258	Last_exon_tandem_APA	chr14	+	LRP10	3	22878084,22877838,22881580	328,62,55	71.3,13.48,11.96	72.97,14.41,8.11	70.2,13.18,13.18	-2.77,-1.23,5.07	0.512628379936497	no change
ENSG00000164985.15	ENSG00000164985	-0.223968100298313	0	Mixed_APA	chr9	-	PSIP1	5	15464065,15470635,15464572,15470713,15491753	1501,876,399,45,40	47.19,27.54,12.54,1.41,1.26	49.81,25.62,14.64,1.52,1.44	36.7,35.73,6.36,3.1,1.79	-13.11,10.11,-8.28,1.58,0.35	0	shorter
ENSG00000174173.7	ENSG00000174173	0.0235071301247772	0.820041624642424	Last_exon_tandem_APA	chr3	+	TRMT10C	3	101566245,101566446,101566083	678,86,31	84.75,10.75,3.88	79.55,10.42,4.17	78.68,10.66,3.31	-0.87,0.24,-0.86	0.82721158840457	no change
ENSG00000143751.10	ENSG00000143751	0.16834126564428	0.0502374934266727	Last_exon_tandem_APA	chr1	-	SDE2	3	225982701,225982804,225985065	164,32,10	76.28,14.88,4.65	63.44,17.2,7.53	78.69,13.11,2.46	15.25,-4.09,-5.07	0.132227903874416	no change
ENSG00000154096.14	ENSG00000154096	-0.0422122114588597	0.136641396074289	Last_exon_tandem_APA	chr11	-	THY1	4	119418176,119417944,119419178,119418789	1929,387,62,29	77.22,15.49,2.48,1.16	75.77,16.44,2.72,1.27	78.65,13.05,3.08,1.3	2.88,-3.39,0.36,0.03	0.256923510921965	no change
ENSG00000180198.17	ENSG00000180198	0.0966716133135468	0.261418196568351	Last_exon_tandem_APA	chr1	+	RCC1	5	28538987,28538165,28539083,28538239,28539198	343,30,27,25,11	74.57,6.52,5.87,5.43,2.39	76.01,6.47,4.85,5.12,1.62	66.29,6.74,10.11,4.49,4.49	-9.72,0.27,5.26,-0.63,2.87	0.386479768509708	no change
ENSG00000089094.20	ENSG00000089094	-0.0519373210965857	0.504878790075714	Mixed_APA	chr12	-	KDM2B	6	121429181,121429095,121429776,121429372,121427912,121516394	361,69,31,27,14,11	67.48,12.9,5.79,5.05,2.62,2.06	63.53,14.29,8.21,3.95,2.43,2.43	69.9,10.19,1.46,6.8,2.43,1.46	6.37,-4.1,-6.75,2.85,0,-0.97	0.576249774777538	no change
ENSG00000183309.12	ENSG00000183309	0.20943879659476	0.00802889573496135	Last_exon_tandem_APA	chr8	+	ZNF623	3	143656419,143652376,143654602	121,89,4	55,40.45,1.82	45.95,45.05,2.7	63.3,33.03,0	17.35,-12.02,-2.7	0.0344221213525094	longer
ENSG00000270149.5	ENSG00000270149	0.0960526315789473	0.649461213406083	Last_exon_tandem_APA	chr1	-	ENSG00000270149	4	160998281,160997694,160996193,160998217	20,16,13,3	33.9,27.12,22.03,5.08	32.5,22.5,25,7.5	36.84,36.84,15.79,0	4.34,14.34,-9.21,-7.5	0.682131356143948	no change
ENSG00000128641.19	ENSG00000128641	0.113752373245355	0.00967101625570543	Last_exon_tandem_APA	chr2	+	MYO1B	3	191425161,191425386,191424104	360,203,125	50.21,28.31,17.43	47.19,12.92,21.07	52.91,12.47,13.02	5.72,-0.45,-8.05	0.039648897092388	longer
ENSG00000122482.22	ENSG00000122482	-0.0704144620811287	0.275249006684025	Mixed_APA	chr1	-	ZNF644	8	90915303,90915636,90915414,91020434,90916498,90915859,90916062,91020937	296,117,50,19,8,7,6,6	56.6,22.37,9.56,3.63,1.53,1.34,1.15,1.15	56.07,20.71,8.21,4.29,1.79,0.36,1.79,1.43	52.26,23.87,10.7,2.88,1.23,2.47,0.41,0.82	-3.81,3.16,2.49,-1.41,-0.56,2.11,-1.38,-0.61	0.40025008923074	no change
ENSG00000166889.14	ENSG00000166889	0.0758928571428571	0.468167766708585	Last_exon_tandem_APA	chr11	-	PATL1	3	59636715,59637714,59637146	206,49,8	75.74,18.01,2.94	72.5,18.75,3.12	74.11,12.5,2.68	1.61,-6.25,-0.44	0.549634363212569	no change
ENSG00000185222.10	ENSG00000185222	-0.0799038603031344	0.0376542227225513	Last_exon_tandem_APA	chrX	+	TCEAL9	2	103358459,103358215	915,111	88.66,10.76	89.66,7.44	83.78,14.55	-5.88,7.11	0.107948502797145	no change
ENSG00000065615.14	ENSG00000065615	0.231060606060606	0.00812535882877336	Last_exon_tandem_APA	chr6	+	CYB5R4	5	83960427,83960287,83967422,83963519,83966018	100,13,11,6,5	70.42,9.15,7.75,4.23,3.52	70.37,14.81,3.7,0,0	67.05,5.68,10.23,6.82,5.68	-3.32,-9.13,6.53,6.82,5.68	0.0347317747577715	longer
ENSG00000127603.32	ENSG00000127603	0.0494960132390552	0.291130254128141	Last_exon_tandem_APA	chr1	+	MACF1	4	39486985,39486217,39486820,39487119	749,516,36,24	50.68,34.91,2.44,1.62	50.31,36.65,1.55,1.55	51.38,34.52,3.2,2.08	1.07,-2.13,1.65,0.53	0.412835487319155	no change
ENSG00000152818.20	ENSG00000152818	-0.165421171007763	0.0525198225337367	Last_exon_tandem_APA	chr6	+	UTRN	2	144852915,144853034	136,107	53.12,41.8	45.45,50.65	56.42,37.43	10.97,-13.22	0.136164184091356	no change
ENSG00000172500.13	ENSG00000172500	0.0427602712405265	0.328408099783663	Last_exon_tandem_APA	chr11	-	FIBP	3	65883920,65883739,65883881	1132,81,14	91.66,6.56,1.13	91.19,6.42,1.28	90,6.67,1.01	-1.19,0.25,-0.27	0.445283183660265	no change
ENSG00000113282.14	ENSG00000113282	0.108327998292787	0.0444016839411696	Last_exon_tandem_APA	chr5	-	CLINT1	3	157786286,157787512,157786400	526,19,9	93.1,3.36,1.59	90.62,3.98,1.99	94.84,2.35,0.94	4.22,-1.63,-1.05	0.121045366187999	no change
ENSG00000070814.22	ENSG00000070814	-0.0579450418160096	0.308860150759216	Last_exon_tandem_APA	chr5	+	TCOF1	3	150400288,150384253,150384633	759,39,12	90.14,4.63,1.43	88.89,4.21,1.35	89.52,5.24,1.61	0.63,1.03,0.26	0.429720546796875	no change
ENSG00000122026.11	ENSG00000122026	0.0748710949347892	0.0385142215357509	Last_exon_tandem_APA	chr13	+	RPL21	2	27256568,27256629	1302,30	95.59,2.2	92.25,2.02	93.57,2.62	1.32,0.6	0.109613265621882	no change
ENSG00000166352.18	ENSG00000166352	0.053063683952849	0.632110158043286	Mixed_APA	chr11	+	IFTAP	2	36659272,36661905	316,9	96.93,2.76	95.6,3.14	98.2,1.8	2.6,-1.34	0.668118312453786	no change
ENSG00000256053.9	ENSG00000256053	0.190736119775421	4.97337978456747e-05	Mixed_APA	chr14	+	COA8	2	103590896,103590527	291,262	51.5,46.37	36.24,53.28	53.57,41.07	17.33,-12.21	0.000498945871586651	longer
ENSG00000125977.7	ENSG00000125977	0.0307099766933968	0.192956045575572	Mixed_APA	chr20	-	EIF2S2	4	34089439,34088308,34089629,34091752	3516,221,170,60	86.54,5.44,4.18,1.48	87.26,4.76,4.79,1.47	84.86,7.81,3.15,2.29	-2.4,3.05,-1.64,0.82	0.319569511226811	no change
ENSG00000151247.13	ENSG00000151247	0.112194097422095	2.61067080350452e-05	Last_exon_tandem_APA	chr4	-	EIF4E	5	98880060,98879861,98879275,98880375,98879573	781,345,274,222,53	42.45,18.75,14.89,12.07,2.88	44.39,17,14.57,14.66,3.02	40.4,24.61,16.56,9.44,3.56	-3.99,7.61,1.99,-5.22,0.54	0.000284080127699362	longer
ENSG00000066044.15	ENSG00000066044	0.306838819523269	0	Last_exon_tandem_APA	chr19	-	ELAVL1	6	7962272,7963427,7959186,7958572,7963227,7958791	979,218,87,53,35,25	66.1,14.72,5.87,3.58,2.36,1.69	83.65,11.24,0.23,0.11,0.91,0.11	41.17,20.67,14.83,9,5.5,4.83	-42.48,9.43,14.6,8.89,4.59,4.72	0	longer
ENSG00000115866.11	ENSG00000115866	0.0329885877318117	0.619904945275442	Last_exon_tandem_APA	chr2	-	DARS1	2	135906681,135905880	975,15	95.49,1.47	95.15,1.28	94.06,1.88	-1.09,0.6	0.658495195604562	no change
ENSG00000130340.17	ENSG00000130340	0.208547008547009	0.00471802371198171	Last_exon_tandem_APA	chr6	+	SNX9	2	157944505,157943298	210,27	85.02,10.93	51.28,15.38	39.23,6.92	-12.05,-8.46	0.0226560807812825	longer
ENSG00000088325.16	ENSG00000088325	-0.0578385006130671	0.1872544116395	Last_exon_tandem_APA	chr20	+	TPX2	2	31801800,31801494	1122,208	82.02,15.2	82.27,13.49	78.18,20.3	-4.09,6.81	0.314150344955976	no change
ENSG00000165280.18	ENSG00000165280	0.0561413816763101	0.0011434982275258	Last_exon_tandem_APA	chr9	-	VCP	3	35056562,35056906,35056063	2723,1039,378	63.25,24.13,8.78	59.26,26.42,9.63	67.2,21.45,7.86	7.94,-4.97,-1.77	0.00714690006492791	no change
ENSG00000143420.19	ENSG00000143420	-0.229500858409783	0	Mixed_APA	chr1	-	ENSA	5	150622124,150623614,150627045,150625015,150623277	1464,264,89,29,21	71.87,12.96,4.37,1.42,1.03	75.44,7.38,4.33,1.98,1.44	55.12,27.01,5.68,2.22,1.25	-20.32,19.63,1.35,0.24,-0.19	0	shorter
ENSG00000182963.11	ENSG00000182963	0.13803841621935	0.0023880239073687	Mixed_APA	chr17	-	GJC1	4	44798447,44804219,44800035,44804115	464,173,9,8	68.74,25.63,1.33,1.19	63.42,30.88,1.43,0.95	73.62,16.54,0.79,1.57	10.2,-14.34,-0.64,0.62	0.0130399436543756	longer
ENSG00000166900.17	ENSG00000166900	0.186376503892427	0.00295048232158124	Mixed_APA	chr11	+	STX3	4	59802706,59805878,59789205,59801806	307,13,5,4	91.1,3.86,1.48,1.19	83.89,3.33,2.22,0.56	90.45,4.46,0.64,0.64	6.56,1.13,-1.58,0.08	0.0155180540104673	longer
