gene_id	chrom	strand	gene_name	PAS	~/Desktop/KSAPA/WT_D0_dRNA.no_sec.isoquant/OUT/	~/Desktop/KSAPA/WT_D7_dRNA_4.isoquant/
ENSG00000108474.17	chr17	+	PIGL	16314172	2.44	10.98
ENSG00000108474.17	chr17	+	PIGL	16327918	4.88	7.32
ENSG00000108474.17	chr17	+	PIGL	16351800	1.22	9.76
ENSG00000108474.17	chr17	+	PIGL	16327772	3.66	2.44
ENSG00000108474.17	chr17	+	PIGL	16327848	0	2.44
ENSG00000108479.13	chr17	-	GALK1	75757943	96.3	96.55
ENSG00000108506.13	chr17	-	INTS2	61865366	87.34	95.59
ENSG00000108509.21	chr17	-	CAMTA2	4967996	53.57	77.5
ENSG00000108509.21	chr17	-	CAMTA2	4971991	14.29	10
ENSG00000108509.21	chr17	-	CAMTA2	4968260	17.86	0
ENSG00000108509.21	chr17	-	CAMTA2	4968027	3.57	1.25
ENSG00000108510.10	chr17	-	MED13	61942604	61.97	73.63
ENSG00000108510.10	chr17	-	MED13	61945877	12.68	6.47
ENSG00000108510.10	chr17	-	MED13	61943308	7.04	6.47
ENSG00000108510.10	chr17	-	MED13	62010421	7.75	1
ENSG00000108510.10	chr17	-	MED13	61944617	2.82	3.98
ENSG00000108510.10	chr17	-	MED13	61944455	1.41	1
ENSG00000108515.18	chr17	+	ENO3	4957129	88.89	96.08
ENSG00000108518.8	chr17	-	PFN1	4945654	98.5	98.77
ENSG00000108523.16	chr17	+	RNF167	4945222	89.92	90.66
ENSG00000108528.14	chr17	-	SLC25A11	4937311	81.54	78.99
ENSG00000108528.14	chr17	-	SLC25A11	4937597	9.34	13.45
ENSG00000108528.14	chr17	-	SLC25A11	4937204	3.94	2.94
ENSG00000108528.14	chr17	-	SLC25A11	4937129	2.07	1.05
ENSG00000108557.20	chr17	+	RAI1	17811453	63.64	80.97
ENSG00000108557.20	chr17	+	RAI1	17811291	9.09	1.73
ENSG00000108557.20	chr17	+	RAI1	17810933	0	1.04
ENSG00000108559.13	chr17	-	NUP88	5386100	67.79	48.44
ENSG00000108559.13	chr17	-	NUP88	5386032	19.71	22.22
ENSG00000108559.13	chr17	-	NUP88	5387980	1.92	5.33
ENSG00000108559.13	chr17	-	NUP88	5384745	1.2	4.44
ENSG00000108559.13	chr17	-	NUP88	5384832	2.4	2.67
ENSG00000108559.13	chr17	-	NUP88	5391474	1.2	1.78
ENSG00000108559.13	chr17	-	NUP88	5377041	0	3.11
ENSG00000108561.8	chr17	-	C1QBP	5432776	89.47	87.3
ENSG00000108561.8	chr17	-	C1QBP	5432635	6.3	8.73
ENSG00000108561.8	chr17	-	C1QBP	5432879	2.15	1.79
ENSG00000108578.15	chr17	-	BLMH	30248202	95.54	95.82
ENSG00000108582.12	chr17	+	CPD	30468679	37.22	33.4
ENSG00000108582.12	chr17	+	CPD	30467691	24.22	23.62
ENSG00000108582.12	chr17	+	CPD	30466420	14.8	14.26
ENSG00000108582.12	chr17	+	CPD	30467340	8.97	7.87
ENSG00000108582.12	chr17	+	CPD	30469305	3.14	6.38
ENSG00000108582.12	chr17	+	CPD	30469660	3.59	5.32
ENSG00000108587.16	chr17	+	GOSR1	30526814	16.84	43.17
ENSG00000108587.16	chr17	+	GOSR1	30525632	27.04	22.3
ENSG00000108587.16	chr17	+	GOSR1	30524224	31.63	11.51
ENSG00000108587.16	chr17	+	GOSR1	30522609	15.82	8.63
ENSG00000108587.16	chr17	+	GOSR1	30528316	4.59	7.19
ENSG00000108588.15	chr17	-	CCDC47	63745254	67.49	71.25
ENSG00000108588.15	chr17	-	CCDC47	63746403	17.14	16.61
ENSG00000108588.15	chr17	-	CCDC47	63745447	2.65	3.04
ENSG00000108590.11	chr17	-	MED31	6644288	78.64	74.04
ENSG00000108590.11	chr17	-	MED31	6650303	10.68	5.77
ENSG00000108590.11	chr17	-	MED31	6644350	2.91	5.77
ENSG00000108590.11	chr17	-	MED31	6645690	0.97	1.92
ENSG00000108591.10	chr17	+	DRG2	18107969	76.19	71.97
ENSG00000108591.10	chr17	+	DRG2	18107361	20.48	21.97
ENSG00000108592.17	chr17	-	FTSJ3	63819432	92.71	92
ENSG00000108592.17	chr17	-	FTSJ3	63819179	1.22	3.43
ENSG00000108599.15	chr17	-	AKAP10	19904767	81.36	66.22
ENSG00000108599.15	chr17	-	AKAP10	19904474	5.08	16.22
ENSG00000108599.15	chr17	-	AKAP10	19904301	6.78	8.11
ENSG00000108599.15	chr17	-	AKAP10	19904595	3.39	2.7
ENSG00000108599.15	chr17	-	AKAP10	19904694	1.69	2.7
ENSG00000108604.18	chr17	-	SMARCD2	63832083	97.69	94.05
ENSG00000108639.8	chr17	+	SYNGR2	78172720	95.42	96.49
ENSG00000108641.20	chr17	-	B9D1	19343174	82.87	64.58
ENSG00000108641.20	chr17	-	B9D1	19346957	8.29	14.58
ENSG00000108641.20	chr17	-	B9D1	19340918	4.42	14.58
ENSG00000108641.20	chr17	-	B9D1	19335371	0.55	5.21
ENSG00000108651.10	chr17	-	UTP6	31863172	84	80.45
ENSG00000108651.10	chr17	-	UTP6	31860903	8.62	7.73
ENSG00000108651.10	chr17	-	UTP6	31862380	1.85	3.18
ENSG00000108651.10	chr17	-	UTP6	31862562	0.92	1.82
ENSG00000108654.16	chr17	-	DDX5	64499619	89.08	78.5
ENSG00000108654.16	chr17	-	DDX5	64498253	5.82	17.8
ENSG00000108666.10	chr17	-	C17orf75	32331595	71.82	57.09
ENSG00000108666.10	chr17	-	C17orf75	32328440	22.27	38.19
ENSG00000108666.10	chr17	-	C17orf75	32349775	2.27	0.79
ENSG00000108669.17	chr17	-	CYTH1	78674051	97.73	94.29
ENSG00000108671.11	chr17	+	PSMD11	32482380	37	35.36
ENSG00000108671.11	chr17	+	PSMD11	32481013	40.98	33.78
ENSG00000108671.11	chr17	+	PSMD11	32482157	11.42	7.88
ENSG00000108671.11	chr17	+	PSMD11	32483319	4.89	18.24
ENSG00000108679.13	chr17	-	LGALS3BP	78971254	97.29	98.39
ENSG00000108684.15	chr17	-	ASIC2	33013086	10	95
ENSG00000108684.15	chr17	-	ASIC2	33827698	40	0
ENSG00000108691.10	chr17	+	CCL2	34257203	100	98.85
ENSG00000108733.11	chr17	-	PEX12	35574794	87.5	91.89
ENSG00000108773.11	chr17	-	KAT2A	42113112	97.22	93.81
ENSG00000108773.11	chr17	-	KAT2A	42113154	0.69	1.03
ENSG00000108773.11	chr17	-	KAT2A	42116092	0	3.09
ENSG00000108774.15	chr17	-	RAB5C	42124978	88.93	91.33
ENSG00000108774.15	chr17	-	RAB5C	42125568	4.71	3.42
ENSG00000108784.10	chr17	+	NAGLU	42544449	91.57	90.91
ENSG00000108784.10	chr17	+	NAGLU	42539624	0.6	1.52
ENSG00000108784.10	chr17	+	NAGLU	42544339	0.6	0.76
ENSG00000108786.11	chr17	+	HSD17B1	42555214	100	94.12
ENSG00000108788.12	chr17	+	MLX	42572713	52.61	44.49
ENSG00000108788.12	chr17	+	MLX	42571831	28.44	33.92
ENSG00000108788.12	chr17	+	MLX	42573203	5.69	5.29
ENSG00000108788.12	chr17	+	MLX	42571967	1.42	2.2
ENSG00000108797.12	chr17	+	CNTNAP1	42699987	61.29	70.77
ENSG00000108797.12	chr17	+	CNTNAP1	42699814	38.71	24.62
ENSG00000108798.9	chr17	+	ABI3	49223225	27.27	39.29
ENSG00000108798.9	chr17	+	ABI3	49223016	54.55	17.86
ENSG00000108798.9	chr17	+	ABI3	49223060	18.18	32.14
ENSG00000108799.13	chr17	-	EZH1	42700274	56.76	71.64
ENSG00000108799.13	chr17	-	EZH1	42718008	5.41	2.99
ENSG00000108819.11	chr17	-	PPP1R9B	50133736	93.33	90.78
ENSG00000108821.14	chr17	-	COL1A1	50185231	55.29	51.45
ENSG00000108821.14	chr17	-	COL1A1	50184100	31.76	42.22
ENSG00000108825.18	chr17	-	PTGES3L-AARSD1	42950525	87.23	83.02
ENSG00000108825.18	chr17	-	PTGES3L-AARSD1	42968090	4.26	1.89
ENSG00000108826.16	chr17	-	MRPL27	50367866	85.5	87
ENSG00000108828.16	chr17	-	VAT1	43014606	94.38	95.24
ENSG00000108829.10	chr17	-	LRRC59	50381237	66.3	74.21
ENSG00000108829.10	chr17	-	LRRC59	50382672	24.39	18.11
ENSG00000108830.10	chr17	+	RND2	43029228	93.86	89.09
ENSG00000108830.10	chr17	+	RND2	43032040	3.89	8.69
ENSG00000108840.16	chr17	-	HDAC5	44078293	89.42	74.59
ENSG00000108840.16	chr17	-	HDAC5	44076754	1.59	19.8
ENSG00000108848.16	chr17	+	LUC7L3	50752644	43.74	45.5
ENSG00000108848.16	chr17	+	LUC7L3	50752711	33.79	29.15
ENSG00000108848.16	chr17	+	LUC7L3	50752550	8.92	9.89
ENSG00000108848.16	chr17	+	LUC7L3	50756219	6.86	10.27
ENSG00000108852.16	chr17	-	MPP2	43875359	59.15	58.85
ENSG00000108852.16	chr17	-	MPP2	43876161	34.15	30.77
ENSG00000108852.16	chr17	-	MPP2	43876384	2.11	1.92
ENSG00000108854.16	chr17	-	SMURF2	64545343	57.38	48.68
ENSG00000108854.16	chr17	-	SMURF2	64542281	25.41	29.63
ENSG00000108854.16	chr17	-	SMURF2	64545248	2.46	1.06
ENSG00000108854.16	chr17	-	SMURF2	64544355	0	1.59
ENSG00000108861.9	chr17	-	DUSP3	43766124	59.6	75.7
ENSG00000108861.9	chr17	-	DUSP3	43768305	25.25	11.84
ENSG00000108861.9	chr17	-	DUSP3	43763586	0	2.18
ENSG00000108861.9	chr17	-	DUSP3	43768140	2.02	1.56
ENSG00000108861.9	chr17	-	DUSP3	43769168	1.01	1.56
ENSG00000108861.9	chr17	-	DUSP3	43769381	1.01	0.93
ENSG00000108883.13	chr17	-	EFTUD2	44850914	76.68	77.21
ENSG00000108883.13	chr17	-	EFTUD2	44850808	14.2	12.79
ENSG00000108883.13	chr17	-	EFTUD2	44849947	1.2	0.7
ENSG00000108946.16	chr17	+	PRKAR1A	68532762	46.78	68.51
ENSG00000108946.16	chr17	+	PRKAR1A	68530665	33.28	18.26
ENSG00000108946.16	chr17	+	PRKAR1A	68532490	7.8	5.19
ENSG00000108946.16	chr17	+	PRKAR1A	68551316	3	1.59
ENSG00000108946.16	chr17	+	PRKAR1A	68533431	1.5	1.42
ENSG00000108947.5	chr17	+	EFNB3	7711372	94.52	98.33
ENSG00000108953.17	chr17	-	YWHAE	1344545	91.88	93.66
ENSG00000108953.17	chr17	-	YWHAE	1344485	4.09	3.58
ENSG00000108960.9	chr17	-	MMD	55392621	84.91	93.57
ENSG00000108960.9	chr17	-	MMD	55419664	9.43	3.73
ENSG00000108960.9	chr17	-	MMD	55419864	2.36	0.21
ENSG00000108961.14	chr17	+	RANGRF	8290087	98.24	99.48
ENSG00000108963.19	chr17	+	DPH1	2043425	83.21	70.59
ENSG00000108963.19	chr17	+	DPH1	2043889	10.95	18.63
ENSG00000108984.15	chr17	+	MAP2K6	69553865	18.86	48.84
ENSG00000108984.15	chr17	+	MAP2K6	69542018	30.26	17.83
ENSG00000108984.15	chr17	+	MAP2K6	69542329	25	12.4
ENSG00000108984.15	chr17	+	MAP2K6	69551985	14.04	8.53
ENSG00000108984.15	chr17	+	MAP2K6	69544701	1.75	2.33
ENSG00000108984.15	chr17	+	MAP2K6	69542495	0.44	0.78
ENSG00000108984.15	chr17	+	MAP2K6	69544867	1.32	0
ENSG00000109016.18	chr17	+	DHRS7B	21191420	84.82	88.27
ENSG00000109016.18	chr17	+	DHRS7B	21174549	1.79	0.62
ENSG00000109046.15	chr17	+	WSB1	27313631	86.94	91.95
ENSG00000109046.15	chr17	+	WSB1	27315830	5.84	2.56
ENSG00000109062.12	chr17	+	SLC9A3R1	74769353	92.9	91.44
ENSG00000109062.12	chr17	+	SLC9A3R1	74769207	4.74	5.45
ENSG00000109063.15	chr17	-	MYH3	10628531	100	100
ENSG00000109065.12	chr17	-	NAT9	74770546	98.13	97.35
ENSG00000109066.14	chr17	+	TMEM104	74839751	55.05	68
ENSG00000109066.14	chr17	+	TMEM104	74838482	31.19	26
ENSG00000109079.10	chr17	+	TNFAIP1	28347009	69.62	77.48
ENSG00000109079.10	chr17	+	TNFAIP1	28345080	26.58	16.89
ENSG00000109079.10	chr17	+	TNFAIP1	28345308	0	1.34
ENSG00000109083.14	chr17	-	IFT20	28328328	73.48	91.67
ENSG00000109083.14	chr17	-	IFT20	28328402	1.52	0.36
ENSG00000109084.14	chr17	+	TMEM97	28328225	74.72	72.41
ENSG00000109084.14	chr17	+	TMEM97	28328685	12.5	17.33
ENSG00000109084.14	chr17	+	TMEM97	28326874	3.26	1.98
ENSG00000109084.14	chr17	+	TMEM97	28327764	2.52	2.92
ENSG00000109089.7	chr17	+	CDR2L	75005800	90.31	92.56
ENSG00000109089.7	chr17	+	CDR2L	75002605	2.55	0.93
ENSG00000109099.16	chr17	-	PMP22	15229778	100	98.01
ENSG00000109103.12	chr17	-	UNC119	28546706	87.76	93.24
ENSG00000109107.14	chr17	-	ALDOC	28573119	99.06	100
ENSG00000109111.15	chr17	+	SUPT6H	28702231	83.4	82.8
ENSG00000109111.15	chr17	+	SUPT6H	28701733	4.63	8.75
ENSG00000109111.15	chr17	+	SUPT6H	28702679	1.93	2.62
ENSG00000109113.20	chr17	-	RAB34	28714283	97.22	98.11
ENSG00000109118.14	chr17	-	PHF12	28905249	58.5	73.86
ENSG00000109118.14	chr17	-	PHF12	28905745	30.5	15.91
ENSG00000109118.14	chr17	-	PHF12	28905425	2	1.7
ENSG00000109118.14	chr17	-	PHF12	28909215	1.5	1.7
ENSG00000109118.14	chr17	-	PHF12	28939247	2.5	0
ENSG00000109133.13	chr4	+	TMEM33	41960559	22.43	36.31
ENSG00000109133.13	chr4	+	TMEM33	41954459	17.39	11.9
ENSG00000109133.13	chr4	+	TMEM33	41955809	12.59	9.13
ENSG00000109133.13	chr4	+	TMEM33	41956661	12.81	7.94
ENSG00000109133.13	chr4	+	TMEM33	41960788	6.86	9.52
ENSG00000109133.13	chr4	+	TMEM33	41955549	5.72	6.15
ENSG00000109133.13	chr4	+	TMEM33	41954797	7.55	4.96
ENSG00000109133.13	chr4	+	TMEM33	41960493	4.58	6.15
ENSG00000109133.13	chr4	+	TMEM33	41955414	2.06	0.79
ENSG00000109171.15	chr4	+	SLAIN2	48424598	21.17	26.16
ENSG00000109171.15	chr4	+	SLAIN2	48425001	15.33	29.11
ENSG00000109171.15	chr4	+	SLAIN2	48422532	41.61	13.92
ENSG00000109171.15	chr4	+	SLAIN2	48426195	5.11	5.91
ENSG00000109171.15	chr4	+	SLAIN2	48425125	2.92	1.69
ENSG00000109171.15	chr4	+	SLAIN2	48425987	1.46	2.53
ENSG00000109171.15	chr4	+	SLAIN2	48342097	0.73	1.27
ENSG00000109180.15	chr4	+	OCIAD1	48861245	88.88	90.04
ENSG00000109180.15	chr4	+	OCIAD1	48861195	6.47	5.71
ENSG00000109180.15	chr4	+	OCIAD1	48861815	1.64	1.81
ENSG00000109184.15	chr4	+	DCUN1D4	51916837	67.54	75.84
ENSG00000109184.15	chr4	+	DCUN1D4	51915345	6.28	3.69
ENSG00000109184.15	chr4	+	DCUN1D4	51916551	3.14	4.7
ENSG00000109184.15	chr4	+	DCUN1D4	51915139	4.71	3.69
ENSG00000109184.15	chr4	+	DCUN1D4	51914806	2.62	2.01
ENSG00000109184.15	chr4	+	DCUN1D4	51915951	2.09	2.01
ENSG00000109184.15	chr4	+	DCUN1D4	51914348	2.09	1.34
ENSG00000109189.13	chr4	-	USP46	52594173	27.68	50.26
ENSG00000109189.13	chr4	-	USP46	52595691	38.98	22.75
ENSG00000109189.13	chr4	-	USP46	52590959	10.73	10.58
ENSG00000109189.13	chr4	-	USP46	52594554	3.95	3.7
ENSG00000109189.13	chr4	-	USP46	52596252	2.26	1.06
ENSG00000109189.13	chr4	-	USP46	52597073	3.39	0
ENSG00000109189.13	chr4	-	USP46	52594413	1.69	1.06
ENSG00000109220.11	chr4	-	CHIC2	54009788	65.33	76.87
ENSG00000109220.11	chr4	-	CHIC2	54008714	14.67	6.8
ENSG00000109220.11	chr4	-	CHIC2	54008377	4	4.76
ENSG00000109220.11	chr4	-	CHIC2	54008863	4	0.68
ENSG00000109220.11	chr4	-	CHIC2	54008620	2.67	0.68
ENSG00000109220.11	chr4	-	CHIC2	54009878	1.33	1.36
ENSG00000109255.11	chr4	-	NMU	55595232	92.59	95.76
ENSG00000109255.11	chr4	-	NMU	55599082	3.7	0
ENSG00000109265.15	chr4	+	CRACD	56330609	57.14	71.29
ENSG00000109265.15	chr4	+	CRACD	56329437	26.53	20.65
ENSG00000109265.15	chr4	+	CRACD	56327821	4.08	0.97
ENSG00000109265.15	chr4	+	CRACD	56330377	0	1.61
ENSG00000109270.13	chr4	-	LAMTOR3	99881206	75.71	54.55
ENSG00000109270.13	chr4	-	LAMTOR3	99878385	8.1	29.55
ENSG00000109270.13	chr4	-	LAMTOR3	99881487	5.26	8.33
ENSG00000109270.13	chr4	-	LAMTOR3	99881097	3.24	3.03
ENSG00000109270.13	chr4	-	LAMTOR3	99881297	1.21	1.14
ENSG00000109320.14	chr4	+	NFKB1	102617302	94.29	100
ENSG00000109323.11	chr4	-	MANBA	102631495	85.6	92.25
ENSG00000109323.11	chr4	-	MANBA	102753384	5.6	1.41
ENSG00000109323.11	chr4	-	MANBA	102753728	4.8	0.7
ENSG00000109323.11	chr4	-	MANBA	102631633	0	1.41
ENSG00000109332.20	chr4	-	UBE2D3	102796589	31.17	28.8
ENSG00000109332.20	chr4	-	UBE2D3	102795970	29.87	28.29
ENSG00000109332.20	chr4	-	UBE2D3	102796132	14.15	14.91
ENSG00000109332.20	chr4	-	UBE2D3	102794382	6.26	15.03
ENSG00000109332.20	chr4	-	UBE2D3	102797355	8.16	3.76
ENSG00000109332.20	chr4	-	UBE2D3	102795687	3.99	3.7
ENSG00000109332.20	chr4	-	UBE2D3	102796810	2.41	2.05
ENSG00000109339.24	chr4	-	MAPK10	86016477	61.54	53.2
ENSG00000109339.24	chr4	-	MAPK10	86015927	0	6.91
ENSG00000109339.24	chr4	-	MAPK10	86013858	7.69	6.14
ENSG00000109339.24	chr4	-	MAPK10	86015122	0	6.14
ENSG00000109339.24	chr4	-	MAPK10	86010404	0	4.86
ENSG00000109339.24	chr4	-	MAPK10	86012298	0	3.58
ENSG00000109339.24	chr4	-	MAPK10	86012466	0	2.56
ENSG00000109339.24	chr4	-	MAPK10	86016080	7.69	2.3
ENSG00000109339.24	chr4	-	MAPK10	86016345	0	1.53
ENSG00000109339.24	chr4	-	MAPK10	86016574	7.69	1.28
ENSG00000109381.21	chr4	-	ELF2	139057861	62.12	69.23
ENSG00000109381.21	chr4	-	ELF2	139058272	12.88	13.46
ENSG00000109381.21	chr4	-	ELF2	139057264	1.52	3.85
ENSG00000109390.13	chr4	-	NDUFC1	139289951	88.18	90.91
ENSG00000109436.8	chr4	-	TBC1D9	140620783	33.33	77.63
ENSG00000109436.8	chr4	-	TBC1D9	140622081	16.67	14.61
ENSG00000109436.8	chr4	-	TBC1D9	140621072	0	2.28
ENSG00000109445.11	chr4	+	ZNF330	141234483	63.73	62.87
ENSG00000109445.11	chr4	+	ZNF330	141234697	20.73	18.81
ENSG00000109445.11	chr4	+	ZNF330	141222581	8.29	14.36
ENSG00000109445.11	chr4	+	ZNF330	141234349	1.55	1.49
ENSG00000109458.10	chr4	+	GAB1	143473299	32.88	43.24
ENSG00000109458.10	chr4	+	GAB1	143470977	31.51	22.97
ENSG00000109458.10	chr4	+	GAB1	143474202	9.59	12.16
ENSG00000109458.10	chr4	+	GAB1	143472434	9.59	10.81
ENSG00000109458.10	chr4	+	GAB1	143470132	5.48	6.76
ENSG00000109466.14	chr4	+	KLHL2	165323147	85.37	84.4
ENSG00000109466.14	chr4	+	KLHL2	165322583	9.76	10.09
ENSG00000109472.14	chr4	+	CPE	165498315	91.82	88.49
ENSG00000109472.14	chr4	+	CPE	165498194	1.82	4.32
ENSG00000109472.14	chr4	+	CPE	165497774	2.73	4.36
ENSG00000109475.17	chr4	+	RPL34	108625256	96.92	97.41
ENSG00000109501.15	chr4	+	WFS1	6303259	76.16	78.91
ENSG00000109501.15	chr4	+	WFS1	6302881	22.52	18.55
ENSG00000109519.14	chr4	-	GRPEL1	7060053	37.01	39.61
ENSG00000109519.14	chr4	-	GRPEL1	7060528	31.49	23.19
ENSG00000109519.14	chr4	-	GRPEL1	7060818	14.61	13.04
ENSG00000109519.14	chr4	-	GRPEL1	7060371	6.17	5.8
ENSG00000109519.14	chr4	-	GRPEL1	7058894	1.62	8.21
ENSG00000109519.14	chr4	-	GRPEL1	7058649	1.62	2.42
ENSG00000109534.17	chr4	+	GAR1	109824737	83.08	81.7
ENSG00000109536.12	chr4	+	FRG1	189963192	98.23	98.51
ENSG00000109572.16	chr4	+	CLCN3	169723185	28.44	47.53
ENSG00000109572.16	chr4	+	CLCN3	169720988	30.28	28.92
ENSG00000109572.16	chr4	+	CLCN3	169721214	16.51	7.4
ENSG00000109572.16	chr4	+	CLCN3	169723135	8.26	6.73
ENSG00000109572.16	chr4	+	CLCN3	169719792	2.75	2.02
ENSG00000109576.14	chr4	-	AADAT	170060221	67.53	80.83
ENSG00000109576.14	chr4	-	AADAT	170075270	22.08	8.33
ENSG00000109576.14	chr4	-	AADAT	170060436	0	4.17
ENSG00000109576.14	chr4	-	AADAT	170060672	1.3	2.5
ENSG00000109586.12	chr4	+	GALNT7	173323967	79.84	81.41
ENSG00000109586.12	chr4	+	GALNT7	173323473	14.47	15.58
ENSG00000109606.13	chr4	-	DHX15	24527466	94.52	91.29
ENSG00000109606.13	chr4	-	DHX15	24539850	0.89	3.14
ENSG00000109606.13	chr4	-	DHX15	24517437	1.41	1.69
ENSG00000109610.6	chr4	+	SOD3	24800842	93.94	100
ENSG00000109618.13	chr4	-	SEPSECS	25120013	39.13	41.03
ENSG00000109618.13	chr4	-	SEPSECS	25123608	21.74	10.26
ENSG00000109618.13	chr4	-	SEPSECS	25122035	13.04	10.26
ENSG00000109618.13	chr4	-	SEPSECS	25120403	4.35	12.82
ENSG00000109618.13	chr4	-	SEPSECS	25122095	8.7	2.56
ENSG00000109625.19	chr4	+	CPZ	8619752	93.24	100
ENSG00000109654.16	chr4	+	TRIM2	153339317	80.89	96.23
ENSG00000109654.16	chr4	+	TRIM2	153276268	11.15	1.12
ENSG00000109670.17	chr4	-	FBXW7	152321257	80.7	92.72
ENSG00000109670.17	chr4	-	FBXW7	152321881	7.02	1.74
ENSG00000109670.17	chr4	-	FBXW7	152320543	1.75	1.11
ENSG00000109674.4	chr4	+	NEIL3	177362922	50.77	75
ENSG00000109674.4	chr4	+	NEIL3	177362839	15.38	25
ENSG00000109674.4	chr4	+	NEIL3	177363082	6.15	0
ENSG00000109680.11	chr4	+	TBC1D19	26755295	36.36	45.16
ENSG00000109680.11	chr4	+	TBC1D19	26755080	27.27	24.73
ENSG00000109680.11	chr4	+	TBC1D19	26756218	27.27	10.75
ENSG00000109680.11	chr4	+	TBC1D19	26754512	0	4.3
ENSG00000109680.11	chr4	+	TBC1D19	26761662	0	4.3
ENSG00000109685.19	chr4	+	NSD2	1982192	42.54	25.84
ENSG00000109685.19	chr4	+	NSD2	1979796	28.43	18.65
ENSG00000109685.19	chr4	+	NSD2	1948819	2.25	21.35
ENSG00000109685.19	chr4	+	NSD2	1943437	4.91	8.31
ENSG00000109685.19	chr4	+	NSD2	1941833	2.86	8.31
ENSG00000109685.19	chr4	+	NSD2	1943544	1.43	6.07
ENSG00000109685.19	chr4	+	NSD2	1981957	4.91	1.35
ENSG00000109685.19	chr4	+	NSD2	1919481	2.45	0
ENSG00000109686.19	chr4	-	SH3D19	151120283	55.8	57.46
ENSG00000109686.19	chr4	-	SH3D19	151121379	10.27	8.21
ENSG00000109686.19	chr4	-	SH3D19	151121083	8.04	11.19
ENSG00000109686.19	chr4	-	SH3D19	151254286	2.68	2.99
ENSG00000109686.19	chr4	-	SH3D19	151120950	1.79	0.75
ENSG00000109686.19	chr4	-	SH3D19	151121976	1.34	1.49
ENSG00000109689.20	chr4	+	STIM2	27023961	49.44	34.27
ENSG00000109689.20	chr4	+	STIM2	27024185	23.6	34.97
ENSG00000109689.20	chr4	+	STIM2	27025710	3.37	13.29
ENSG00000109689.20	chr4	+	STIM2	26858919	6.74	5.59
ENSG00000109689.20	chr4	+	STIM2	27019513	4.49	0.7
ENSG00000109689.20	chr4	+	STIM2	26859232	1.12	1.4
ENSG00000109689.20	chr4	+	STIM2	27026487	1.12	1.4
ENSG00000109736.15	chr4	-	MFSD10	2930566	97.31	97.33
ENSG00000109756.10	chr4	+	RAPGEF2	159360150	96.08	96.95
ENSG00000109762.17	chr4	+	SNX25	185363966	82.22	89.41
ENSG00000109775.11	chr4	-	UFSP2	185400311	85.48	72.44
ENSG00000109775.11	chr4	-	UFSP2	185399536	6.45	15.75
ENSG00000109787.13	chr4	+	KLF3	38701042	50.7	73.33
ENSG00000109787.13	chr4	+	KLF3	38697635	15.49	7.56
ENSG00000109787.13	chr4	+	KLF3	38700783	3.52	4
ENSG00000109787.13	chr4	+	KLF3	38698780	5.63	2.22
ENSG00000109787.13	chr4	+	KLF3	38700450	4.93	1.78
ENSG00000109787.13	chr4	+	KLF3	38665589	2.82	0.89
ENSG00000109787.13	chr4	+	KLF3	38691516	2.11	0.89
ENSG00000109787.13	chr4	+	KLF3	38690748	1.41	1.33
ENSG00000109787.13	chr4	+	KLF3	38701498	0.7	0.44
ENSG00000109790.18	chr4	+	KLHL5	39122209	45.95	37.31
ENSG00000109790.18	chr4	+	KLHL5	39125998	9.91	17.54
ENSG00000109790.18	chr4	+	KLHL5	39121833	17.12	12.69
ENSG00000109790.18	chr4	+	KLHL5	39126227	3.6	10.82
ENSG00000109790.18	chr4	+	KLHL5	39122128	6.31	7.09
ENSG00000109790.18	chr4	+	KLHL5	39122839	3.6	2.61
ENSG00000109790.18	chr4	+	KLHL5	39126857	1.8	1.49
ENSG00000109790.18	chr4	+	KLHL5	39121666	1.8	1.12
ENSG00000109790.18	chr4	+	KLHL5	39115397	0	1.49
ENSG00000109790.18	chr4	+	KLHL5	39122063	1.8	0.75
ENSG00000109790.18	chr4	+	KLHL5	39122296	1.8	0.75
ENSG00000109794.14	chr4	+	FAM149A	186172142	68.18	61.54
ENSG00000109794.14	chr4	+	FAM149A	186168105	4.55	15.38
ENSG00000109794.14	chr4	+	FAM149A	186158926	4.55	12.82
ENSG00000109794.14	chr4	+	FAM149A	186159046	4.55	5.13
ENSG00000109805.10	chr4	+	NCAPG	17843514	83.58	75.71
ENSG00000109805.10	chr4	+	NCAPG	17844099	5.67	4.29
ENSG00000109805.10	chr4	+	NCAPG	17844865	4.18	5.71
ENSG00000109805.10	chr4	+	NCAPG	17844604	1.79	1.43
ENSG00000109805.10	chr4	+	NCAPG	17845713	1.19	1.43
ENSG00000109814.12	chr4	-	UGDH	39498757	44.88	54.48
ENSG00000109814.12	chr4	-	UGDH	39499317	22.35	13.79
ENSG00000109814.12	chr4	-	UGDH	39499537	9.68	7.93
ENSG00000109814.12	chr4	-	UGDH	39499413	7.82	4.14
ENSG00000109814.12	chr4	-	UGDH	39498921	6.33	5.86
ENSG00000109814.12	chr4	-	UGDH	39500054	1.49	6.9
ENSG00000109832.14	chr11	+	DDX25	125923097	76.27	69.77
ENSG00000109832.14	chr11	+	DDX25	125923050	8.47	2.33
ENSG00000109832.14	chr11	+	DDX25	125923404	3.39	9.3
ENSG00000109832.14	chr11	+	DDX25	125923519	3.39	4.65
ENSG00000109832.14	chr11	+	DDX25	125923023	1.69	4.65
ENSG00000109846.9	chr11	-	CRYAB	111908624	85.71	97.06
